k,ρ^2,θ3,Error
1701,23.04,2.97585,0.87084
1702,23.04,2.97849,0.870725
1703,23.04,2.97923,0.870693
1704,23.04,2.98281,0.870538
1705,23.04,2.98585,0.870406
1706,23.04,2.98663,0.870372
1707,23.04,2.98614,0.870393
1708,23.04,2.98602,0.870398
1709,23.04,2.98913,0.870263
1710,23.04,2.99196,0.87014
1711,23.04,2.99634,0.86995
1712,23.04,2.99998,0.869792
1713,23.04,3.00165,0.86972
1714,23.04,3.00355,0.869638
1715,23.04,3.00504,0.869573
1716,23.04,3.00627,0.86952
1717,23.04,3.00765,0.86946
1718,23.04,3.00659,0.869506
1719,23.04,3.00838,0.869428
1720,23.04,3.01045,0.869338
1721,23.04,3.01164,0.869286
1722,23.04,3.01373,0.869196
1723,23.04,3.01683,0.869061
1724,23.04,3.02044,0.868904
1725,23.04,3.02201,0.868836
1726,23.04,3.02403,0.868749
1727,23.04,3.02797,0.868578
1728,23.04,3.02873,0.868545
1729,23.04,3.03206,0.8684
1730,23.04,3.03477,0.868283
1731,23.04,3.03579,0.868238
1732,23.04,3.03771,0.868155
1733,23.04,3.04172,0.867981
1734,23.04,3.04618,0.867787
1735,23.04,3.04989,0.867626
1736,23.04,3.05629,0.867348
1737,23.04,3.05628,0.867349
1738,23.04,3.05688,0.867323
1739,23.04,3.05634,0.867346
1740,23.04,3.05867,0.867245
1741,23.04,3.06035,0.867172
1742,23.04,3.06221,0.867092
1743,23.04,3.06459,0.866988
1744,23.04,3.07047,0.866733
1745,23.04,3.0741,0.866575
1746,23.04,3.075,0.866536
1747,23.04,3.07582,0.866501
1748,23.04,3.07686,0.866456
1749,23.04,3.07944,0.866344
1750,23.04,3.08122,0.866267
1751,23.04,3.08345,0.86617
1752,23.04,3.08366,0.866161
1753,23.04,3.08699,0.866016
1754,23.04,3.08893,0.865932
1755,23.04,3.09088,0.865847
1756,23.04,3.09218,0.865791
1757,23.04,3.09472,0.865681
1758,23.04,3.09621,0.865616
1759,23.04,3.10008,0.865448
1760,23.04,3.10122,0.865398
1761,23.04,3.10375,0.865289
1762,23.04,3.10536,0.865219
1763,23.04,3.10648,0.86517
1764,23.04,3.10364,0.865294
1765,23.04,3.10507,0.865231
1766,23.04,3.10573,0.865203
1767,23.04,3.10886,0.865067
1768,23.04,3.10961,0.865034
1769,23.04,3.11857,0.864645
1770,23.04,3.12244,0.864478
1771,23.04,3.12417,0.864402
1772,23.04,3.12468,0.86438
1773,23.04,3.12821,0.864227
1774,23.04,3.1308,0.864115
1775,23.04,3.13254,0.864039
1776,23.04,3.13223,0.864052
1777,23.04,3.13469,0.863946
1778,23.04,3.13593,0.863892
1779,23.04,3.13886,0.863765
1780,23.04,3.13881,0.863767
1781,23.04,3.1388,0.863767
1782,23.04,3.13827,0.86379
1783,23.04,3.14294,0.863588
1784,23.04,3.14811,0.863363
1785,23.04,3.14795,0.86337
1786,23.04,3.15,0.863281
1787,23.04,3.15053,0.863258
1788,23.04,3.15036,0.863266
1789,23.04,3.15697,0.862979
1790,23.04,3.15773,0.862946
1791,23.04,3.15926,0.862879
1792,23.04,3.16131,0.86279
1793,23.04,3.16243,0.862742
1794,23.04,3.1636,0.862691
1795,23.04,3.16577,0.862597
1796,23.04,3.1701,0.862409
1797,23.04,3.17218,0.862319
1798,23.04,3.17205,0.862324
1799,23.04,3.17263,0.862299
1800,23.04,3.17215,0.86232
1801,23.04,3.17215,0.86232
1802,23.04,3.17275,0.862294
1803,23.04,3.17464,0.862212
1804,23.04,3.17676,0.86212
1805,23.04,3.17764,0.862082
1806,23.04,3.17563,0.862169
1807,23.04,3.17643,0.862134
1808,23.04,3.1743,0.862227
1809,23.04,3.17495,0.862198
1810,23.04,3.17778,0.862076
1811,23.04,3.18068,0.86195
1812,23.04,3.18316,0.861842
1813,23.04,3.1872,0.861667
1814,23.04,3.1866,0.861692
1815,23.04,3.18941,0.861571
1816,23.04,3.19237,0.861442
1817,23.04,3.19467,0.861343
1818,23.04,3.19608,0.861281
1819,23.04,3.20019,0.861103
1820,23.04,3.20295,0.860983
1821,23.04,3.20391,0.860942
1822,23.04,3.20211,0.861019
1823,23.04,3.20453,0.860914
1824,23.04,3.20627,0.860839
1825,23.04,3.20912,0.860715
1826,23.04,3.21087,0.860639
1827,23.04,3.21237,0.860574
1828,23.04,3.21375,0.860514
1829,23.04,3.21431,0.86049
1830,23.04,3.21619,0.860408
1831,23.04,3.21703,0.860372
1832,23.04,3.21802,0.860329
1833,23.04,3.22244,0.860137
1834,23.04,3.22509,0.860022
1835,23.04,3.22673,0.859951
1836,23.04,3.22726,0.859928
1837,23.04,3.2274,0.859922
1838,23.04,3.22841,0.859878
1839,23.04,3.23075,0.859776
1840,23.04,3.23,0.859809
1841,23.04,3.23146,0.859746
1842,23.04,3.23452,0.859613
1843,23.04,3.2408,0.85934
1844,23.04,3.24261,0.859262
1845,23.04,3.24025,0.859364
1846,23.04,3.24063,0.859348
1847,23.04,3.24123,0.859322
1848,23.04,3.24457,0.859177
1849,23.04,3.24855,0.859004
1850,23.04,3.25079,0.858907
1851,23.04,3.25368,0.858781
1852,23.04,3.25599,0.858681
1853,23.04,3.25689,0.858642
1854,23.04,3.26157,0.858439
1855,23.04,3.26351,0.858355
1856,23.04,3.26511,0.858285
1857,23.04,3.26744,0.858184
1858,23.04,3.27,0.858073
1859,23.04,3.27144,0.858011
1860,23.04,3.27683,0.857776
1861,23.04,3.27945,0.857663
1862,23.04,3.28193,0.857555
1863,23.04,3.28404,0.857464
1864,23.04,3.28589,0.857383
1865,23.04,3.28832,0.857278
1866,23.04,3.29149,0.85714
1867,23.04,3.29283,0.857082
1868,23.04,3.29581,0.856953
1869,23.04,3.29627,0.856933
1870,23.04,3.2977,0.856871
1871,23.04,3.30028,0.856758
1872,23.04,3.30137,0.856711
1873,23.04,3.30456,0.856573
1874,23.04,3.30583,0.856518
1875,23.04,3.30663,0.856483
1876,23.04,3.30698,0.856468
1877,23.04,3.30938,0.856364
1878,23.04,3.31128,0.856281
1879,23.04,3.3098,0.856346
1880,23.04,3.3113,0.85628
1881,23.04,3.31117,0.856286
1882,23.04,3.31251,0.856228
1883,23.04,3.31644,0.856057
1884,23.04,3.318,0.855989
1885,23.04,3.31899,0.855947
1886,23.04,3.31845,0.85597
1887,23.04,3.32068,0.855873
1888,23.04,3.32176,0.855826
1889,23.04,3.32236,0.8558
1890,23.04,3.32648,0.855622
1891,23.04,3.32916,0.855505
1892,23.04,3.32829,0.855543
1893,23.04,3.32728,0.855587
1894,23.04,3.32783,0.855563
1895,23.04,3.32801,0.855555
1896,23.04,3.33298,0.855339
1897,23.04,3.33394,0.855298
1898,23.04,3.33509,0.855248
1899,23.04,3.33753,0.855142
1900,23.04,3.33882,0.855086
1901,23.04,3.3392,0.85507
1902,23.04,3.3412,0.854983
1903,23.04,3.34204,0.854946
1904,23.04,3.34602,0.854773
1905,23.04,3.34823,0.854678
1906,23.04,3.34838,0.854671
1907,23.04,3.34915,0.854637
1908,23.04,3.34855,0.854664
1909,23.04,3.34974,0.854612
1910,23.04,3.35165,0.854529
1911,23.04,3.35284,0.854477
1912,23.04,3.35253,0.854491
1913,23.04,3.35456,0.854403
1914,23.04,3.35656,0.854316
1915,23.04,3.35626,0.854329
1916,23.04,3.35842,0.854235
1917,23.04,3.35839,0.854236
1918,23.04,3.35594,0.854343
1919,23.04,3.36008,0.854163
1920,23.04,3.36112,0.854118
1921,23.04,3.363,0.854037
1922,23.04,3.36676,0.853873
1923,23.04,3.36796,0.853821
1924,23.04,3.37418,0.853551
1925,23.04,3.3737,0.853572
1926,23.04,3.38123,0.853245
1927,23.04,3.38993,0.852868
1928,23.04,3.3952,0.852639
1929,23.04,3.39969,0.852444
1930,23.04,3.39948,0.852453
1931,23.04,3.40242,0.852326
1932,23.04,3.40705,0.852125
1933,23.04,3.40851,0.852061
1934,23.04,3.40745,0.852107
1935,23.04,3.40634,0.852155
1936,23.04,3.40642,0.852152
1937,23.04,3.40577,0.85218
1938,23.04,3.40824,0.852073
1939,23.04,3.41094,0.851956
1940,23.04,3.41226,0.851899
1941,23.04,3.41413,0.851817
1942,23.04,3.41523,0.851769
1943,23.04,3.41759,0.851667
1944,23.04,3.41954,0.851583
1945,23.04,3.4236,0.851406
1946,23.04,3.4258,0.851311
1947,23.04,3.42524,0.851335
1948,23.04,3.42601,0.851302
1949,23.04,3.4303,0.851115
1950,23.04,3.43334,0.850983
1951,23.04,3.43518,0.850904
1952,23.04,3.4424,0.85059
1953,23.04,3.44607,0.850431
1954,23.04,3.44573,0.850446
1955,23.04,3.44621,0.850425
1956,23.04,3.44781,0.850355
1957,23.04,3.44659,0.850409
1958,23.04,3.45097,0.850218
1959,23.04,3.44962,0.850277
1960,23.04,3.45189,0.850179
1961,23.04,3.45653,0.849977
1962,23.04,3.45636,0.849984
1963,23.04,3.45948,0.849849
1964,23.04,3.45977,0.849836
1965,23.04,3.46457,0.849628
1966,23.04,3.46419,0.849644
1967,23.04,3.46671,0.849535
1968,23.04,3.4676,0.849496
1969,23.04,3.46876,0.849446
1970,23.04,3.46889,0.849441
1971,23.04,3.47005,0.84939
1972,23.04,3.47427,0.849207
1973,23.04,3.47435,0.849204
1974,23.04,3.47417,0.849212
1975,23.04,3.47456,0.849194
1976,23.04,3.4757,0.849145
1977,23.04,3.47842,0.849027
1978,23.04,3.47862,0.849018
1979,23.04,3.48474,0.848753
1980,23.04,3.48552,0.848719
1981,23.04,3.48304,0.848827
1982,23.04,3.48842,0.848593
1983,23.04,3.49011,0.848519
1984,23.04,3.49058,0.848499
1985,23.04,3.49109,0.848477
1986,23.04,3.49139,0.848464
1987,23.04,3.48716,0.848647
1988,23.04,3.48786,0.848617
1989,23.04,3.48897,0.848569
1990,23.04,3.48924,0.848557
1991,23.04,3.48969,0.848538
1992,23.04,3.49159,0.848455
1993,23.04,3.49136,0.848465
1994,23.04,3.49317,0.848387
1995,23.04,3.49366,0.848365
1996,23.04,3.49521,0.848298
1997,23.04,3.49599,0.848264
1998,23.04,3.49665,0.848235
1999,23.04,3.49948,0.848113
2000,23.04,3.49872,0.848146
2001,23.04,3.50164,0.848019
2002,23.04,3.50341,0.847942
2003,23.04,3.50601,0.847829
2004,23.04,3.51007,0.847653
2005,23.04,3.5127,0.847539
2006,23.04,3.51361,0.8475
2007,23.04,3.51404,0.847481
2008,23.04,3.51537,0.847423
2009,23.04,3.51404,0.847481
2010,23.04,3.51879,0.847275
2011,23.04,3.5188,0.847275
2012,23.04,3.51851,0.847287
2013,23.04,3.51927,0.847254
2014,23.04,3.52125,0.847168
2015,23.04,3.5221,0.847131
2016,23.04,3.52569,0.846975
2017,23.04,3.53041,0.84677
2018,23.04,3.53075,0.846756
2019,23.04,3.53218,0.846693
2020,23.04,3.53265,0.846673
2021,23.04,3.53413,0.846609
2022,23.04,3.5361,0.846523
2023,23.04,3.5349,0.846576
2024,23.04,3.53781,0.846449
2025,23.04,3.53744,0.846465
2026,23.04,3.53866,0.846412
2027,23.04,3.54354,0.8462
2028,23.04,3.54764,0.846022
2029,23.04,3.5487,0.845976
2030,23.04,3.54836,0.845992
2031,23.04,3.54729,0.846038
2032,23.04,3.55065,0.845892
2033,23.04,3.55156,0.845853
2034,23.04,3.55426,0.845735
2035,23.04,3.5557,0.845673
2036,23.04,3.55545,0.845684
2037,23.04,3.55647,0.845639
2038,23.04,3.55699,0.845617
2039,23.04,3.55713,0.845611
2040,23.04,3.55707,0.845613
2041,23.04,3.55699,0.845617
2042,23.04,3.55853,0.84555
2043,23.04,3.56267,0.84537
2044,23.04,3.56436,0.845297
2045,23.04,3.56612,0.84522
2046,23.04,3.5672,0.845174
2047,23.04,3.56971,0.845064
2048,23.04,3.57248,0.844945
2049,23.04,3.57319,0.844914
2050,23.04,3.57422,0.844869
2051,23.04,3.57714,0.844742
2052,23.04,3.58188,0.844536
2053,23.04,3.58482,0.844409
2054,23.04,3.58609,0.844354
2055,23.04,3.59044,0.844165
2056,23.04,3.59007,0.844181
2057,23.04,3.58965,0.844199
2058,23.04,3.5903,0.844171
2059,23.04,3.59277,0.844064
2060,23.04,3.5919,0.844101
2061,23.04,3.59378,0.84402
2062,23.04,3.59497,0.843968
2063,23.04,3.59546,0.843947
2064,23.04,3.59552,0.843945
2065,23.04,3.59384,0.844017
2066,23.04,3.59665,0.843895
2067,23.04,3.59882,0.843801
2068,23.04,3.59843,0.843818
2069,23.04,3.59979,0.843759
2070,23.04,3.59956,0.843769
2071,23.04,3.59898,0.843794
2072,23.04,3.60088,0.843712
2073,23.04,3.605,0.843533
2074,23.04,3.61275,0.843197
2075,23.04,3.61433,0.843128
2076,23.04,3.61801,0.842968
2077,23.04,3.61809,0.842965
2078,23.04,3.61889,0.84293
2079,23.04,3.61742,0.842994
2080,23.04,3.62028,0.84287
2081,23.04,3.62021,0.842873
2082,23.04,3.62001,0.842882
2083,23.04,3.61943,0.842907
2084,23.04,3.61877,0.842935
2085,23.04,3.62034,0.842867
2086,23.04,3.62289,0.842757
2087,23.04,3.62389,0.842713
2088,23.04,3.62276,0.842762
2089,23.04,3.6235,0.84273
2090,23.04,3.62735,0.842563
2091,23.04,3.62897,0.842493
2092,23.04,3.62853,0.842512
2093,23.04,3.62836,0.842519
2094,23.04,3.62787,0.84254
2095,23.04,3.63003,0.842447
2096,23.04,3.63123,0.842394
2097,23.04,3.63273,0.842329
2098,23.04,3.63275,0.842328
2099,23.04,3.63213,0.842356
2100,23.04,3.63097,0.842406
2101,23.04,3.63342,0.8423
2102,23.04,3.63269,0.842331
2103,23.04,3.63495,0.842233
2104,23.04,3.63441,0.842256
2105,23.04,3.63535,0.842216
2106,23.04,3.63848,0.84208
2107,23.04,3.6394,0.84204
2108,23.04,3.63913,0.842052
2109,23.04,3.63753,0.842121
2110,23.04,3.63841,0.842083
2111,23.04,3.6388,0.842066
2112,23.04,3.63988,0.842019
2113,23.04,3.64051,0.841992
2114,23.04,3.64076,0.841981
2115,23.04,3.63809,0.842097
2116,23.04,3.63703,0.842143
2117,23.04,3.63689,0.842149
2118,23.04,3.63796,0.842103
2119,23.04,3.6388,0.842066
2120,23.04,3.64086,0.841977
2121,23.04,3.64289,0.841889
2122,23.04,3.6425,0.841906
2123,23.04,3.6412,0.841962
2124,23.04,3.64013,0.842008
2125,23.04,3.6402,0.842005
2126,23.04,3.64495,0.841799
2127,23.04,3.64485,0.841803
2128,23.04,3.64308,0.84188
2129,23.04,3.6433,0.841871
2130,23.04,3.64364,0.841856
2131,23.04,3.64428,0.841828
2132,23.04,3.64577,0.841764
2133,23.04,3.64748,0.841689
2134,23.04,3.64776,0.841677
2135,23.04,3.64965,0.841595
2136,23.04,3.64978,0.84159
2137,23.04,3.64904,0.841621
2138,23.04,3.64461,0.841814
2139,23.04,3.64457,0.841816
2140,23.04,3.64419,0.841832
2141,23.04,3.63965,0.842029
2142,23.04,3.64078,0.84198
2143,23.04,3.64018,0.842006
2144,23.04,3.64094,0.841973
2145,23.04,3.64323,0.841874
2146,23.04,3.64384,0.841847
2147,23.04,3.64893,0.841626
2148,23.04,3.65084,0.841543
2149,23.04,3.65229,0.84148
2150,23.04,3.66034,0.841131
2151,23.04,3.65983,0.841153
2152,23.04,3.65913,0.841184
2153,23.04,3.66163,0.841075
2154,23.04,3.66369,0.840985
2155,23.04,3.66327,0.841004
2156,23.04,3.66336,0.841
2157,23.04,3.66797,0.8408
2158,23.04,3.66757,0.840817
2159,23.04,3.66592,0.840889
2160,23.04,3.66714,0.840836
2161,23.04,3.66859,0.840773
2162,23.04,3.66779,0.840808
2163,23.04,3.66677,0.840852
2164,23.04,3.66837,0.840783
2165,23.04,3.66809,0.840795
2166,23.04,3.66981,0.84072
2167,23.04,3.67187,0.840631
2168,23.04,3.67147,0.840648
2169,23.04,3.67192,0.840628
2170,23.04,3.67066,0.840683
2171,23.04,3.67084,0.840675
2172,23.04,3.67051,0.84069
2173,23.04,3.67005,0.84071
2174,23.04,3.67136,0.840653
2175,23.04,3.67083,0.840676
2176,23.04,3.67158,0.840643
2177,23.04,3.66945,0.840736
2178,23.04,3.66975,0.840723
2179,23.04,3.67116,0.840661
2180,23.04,3.67085,0.840675
2181,23.04,3.67082,0.840676
2182,23.04,3.66916,0.840748
2183,23.04,3.66876,0.840766
2184,23.04,3.66607,0.840882
2185,23.04,3.66635,0.84087
2186,23.04,3.66565,0.840901
2187,23.04,3.6664,0.840868
2188,23.04,3.66666,0.840857
2189,23.04,3.66885,0.840762
2190,23.04,3.66816,0.840791
2191,23.04,3.66781,0.840807
2192,23.04,3.66762,0.840815
2193,23.04,3.66822,0.840789
2194,23.04,3.66871,0.840768
2195,23.04,3.67044,0.840693
2196,23.04,3.67083,0.840676
2197,23.04,3.67181,0.840633
2198,23.04,3.67196,0.840627
2199,23.04,3.67318,0.840574
2200,23.04,3.67308,0.840578
2201,23.04,3.67447,0.840518
2202,23.04,3.67229,0.840612
2203,23.04,3.67091,0.840672
2204,23.04,3.67285,0.840588
2205,23.04,3.67233,0.840611
2206,23.04,3.67845,0.840345
2207,23.04,3.6773,0.840395
2208,23.04,3.67795,0.840367
2209,23.04,3.68156,0.84021
2210,23.04,3.68135,0.840219
2211,23.04,3.6801,0.840273
2212,23.04,3.68139,0.840217
2213,23.04,3.68093,0.840237
2214,23.04,3.67912,0.840316
2215,23.04,3.67864,0.840337
2216,23.04,3.67851,0.840342
2217,23.04,3.67786,0.840371
2218,23.04,3.67589,0.840456
2219,23.04,3.67737,0.840392
2220,23.04,3.6789,0.840326
2221,23.04,3.67713,0.840402
2222,23.04,3.6766,0.840425
2223,23.04,3.67638,0.840435
2224,23.04,3.67633,0.840437
2225,23.04,3.67495,0.840497
2226,23.04,3.67553,0.840472
2227,23.04,3.67469,0.840508
2228,23.04,3.67374,0.84055
2229,23.04,3.67454,0.840515
2230,23.04,3.6753,0.840482
2231,23.04,3.67484,0.840502
2232,23.04,3.67659,0.840426
2233,23.04,3.67542,0.840476
2234,23.04,3.676,0.840451
2235,23.04,3.67555,0.840471
2236,23.04,3.67421,0.840529
2237,23.04,3.67368,0.840552
2238,23.04,3.67497,0.840496
2239,23.04,3.67589,0.840456
2240,23.04,3.67884,0.840328
2241,23.04,3.6782,0.840356
2242,23.04,3.68183,0.840198
2243,23.04,3.68011,0.840273
2244,23.04,3.6801,0.840274
2245,23.04,3.68046,0.840258
2246,23.04,3.68152,0.840212
2247,23.04,3.68067,0.840249
2248,23.04,3.67981,0.840286
2249,23.04,3.68643,0.839999
2250,23.04,3.68769,0.839944
2251,23.04,3.68742,0.839956
2252,23.04,3.68642,0.839999
2253,23.04,3.68629,0.840005
2254,23.04,3.68931,0.839874
2255,23.04,3.68847,0.83991
2256,23.04,3.68715,0.839967
2257,23.04,3.68955,0.839863
2258,23.04,3.69159,0.839775
2259,23.04,3.69043,0.839825
2260,23.04,3.68846,0.83991
2261,23.04,3.68861,0.839904
2262,23.04,3.68898,0.839888
2263,23.04,3.68739,0.839957
2264,23.04,3.69002,0.839843
2265,23.04,3.68763,0.839947
2266,23.04,3.68718,0.839966
2267,23.04,3.68751,0.839952
2268,23.04,3.68691,0.839978
2269,23.04,3.68749,0.839953
2270,23.04,3.68769,0.839944
2271,23.04,3.68797,0.839932
2272,23.04,3.68808,0.839927
2273,23.04,3.68594,0.84002
2274,23.04,3.68405,0.840102
2275,23.04,3.68213,0.840186
2276,23.04,3.6844,0.840087
2277,23.04,3.68252,0.840169
2278,23.04,3.68942,0.839869
2279,23.04,3.68762,0.839947
2280,23.04,3.6864,0.84
2281,23.04,3.68592,0.840021
2282,23.04,3.68454,0.840081
2283,23.04,3.68628,0.840005
2284,23.04,3.68411,0.840099
2285,23.04,3.68502,0.84006
2286,23.04,3.67832,0.840351
2287,23.04,3.68121,0.840225
2288,23.04,3.68188,0.840196
2289,23.04,3.6806,0.840252
2290,23.04,3.68036,0.840262
2291,23.04,3.68141,0.840217
2292,23.04,3.68376,0.840114
2293,23.04,3.68493,0.840064
2294,23.04,3.68269,0.840161
2295,23.04,3.68399,0.840105
2296,23.04,3.6821,0.840187
2297,23.04,3.68153,0.840212
2298,23.04,3.68144,0.840215
2299,23.04,3.68293,0.840151
2300,23.04,3.68428,0.840092
2301,23.04,3.68507,0.840058
2302,23.04,3.68653,0.839994
2303,23.04,3.68646,0.839998
2304,23.04,3.68775,0.839942
2305,23.04,3.68812,0.839925
2306,23.04,3.68856,0.839906
2307,23.04,3.68823,0.839921
2308,23.04,3.68784,0.839938
2309,23.04,3.68547,0.84004
2310,23.04,3.68556,0.840036
2311,23.04,3.68679,0.839983
2312,23.04,3.6868,0.839983
2313,23.04,3.68702,0.839973
2314,23.04,3.68853,0.839908
2315,23.04,3.6908,0.839809
2316,23.04,3.68593,0.84002
2317,23.04,3.68746,0.839954
2318,23.04,3.6874,0.839956
2319,23.04,3.69123,0.83979
2320,23.04,3.6934,0.839696
2321,23.04,3.69486,0.839633
2322,23.04,3.69501,0.839626
2323,23.04,3.6971,0.839536
2324,23.04,3.69571,0.839596
2325,23.04,3.69537,0.83961
2326,23.04,3.6966,0.839557
2327,23.04,3.69634,0.839569
2328,23.04,3.69697,0.839541
2329,23.04,3.69631,0.83957
2330,23.04,3.69651,0.839561
2331,23.04,3.69581,0.839591
2332,23.04,3.69426,0.839659
2333,23.04,3.6938,0.839679
2334,23.04,3.69509,0.839623
2335,23.04,3.6958,0.839592
2336,23.04,3.69682,0.839548
2337,23.04,3.69346,0.839693
2338,23.04,3.69245,0.839737
2339,23.04,3.6919,0.839761
2340,23.04,3.69117,0.839793
2341,23.04,3.69072,0.839812
2342,23.04,3.69402,0.839669
2343,23.04,3.69416,0.839663
2344,23.04,3.69533,0.839613
2345,23.04,3.69677,0.83955
2346,23.04,3.69997,0.839411
2347,23.04,3.70179,0.839332
2348,23.04,3.70271,0.839292
2349,23.04,3.70257,0.839298
2350,23.04,3.70182,0.839331
2351,23.04,3.70322,0.83927
2352,23.04,3.70399,0.839237
2353,23.04,3.70413,0.83923
2354,23.04,3.70608,0.839146
2355,23.04,3.70677,0.839116
2356,23.04,3.70627,0.839138
2357,23.04,3.70686,0.839112
2358,23.04,3.7059,0.839154
2359,23.04,3.70631,0.839136
2360,23.04,3.70806,0.83906
2361,23.04,3.70958,0.838994
2362,23.04,3.71039,0.838959
2363,23.04,3.71334,0.838831
2364,23.04,3.71516,0.838752
2365,23.04,3.71566,0.83873
2366,23.04,3.71871,0.838598
2367,23.04,3.71954,0.838562
2368,23.04,3.71566,0.83873
2369,23.04,3.7156,0.838733
2370,23.04,3.71412,0.838797
2371,23.04,3.71361,0.838819
2372,23.04,3.71317,0.838838
2373,23.04,3.71307,0.838842
2374,23.04,3.71255,0.838865
2375,23.04,3.71186,0.838895
2376,23.04,3.71397,0.838803
2377,23.04,3.71391,0.838806
2378,23.04,3.71408,0.838799
2379,23.04,3.71514,0.838753
2380,23.04,3.71412,0.838797
2381,23.04,3.71326,0.838834
2382,23.04,3.7137,0.838815
2383,23.04,3.71697,0.838673
2384,23.04,3.71669,0.838685
2385,23.04,3.71546,0.838739
2386,23.04,3.71615,0.838709
2387,23.04,3.71472,0.838771
2388,23.04,3.71571,0.838728
2389,23.04,3.717,0.838672
2390,23.04,3.71602,0.838714
2391,23.04,3.71564,0.838731
2392,23.04,3.7151,0.838754
2393,23.04,3.71576,0.838726
2394,23.04,3.71551,0.838737
2395,23.04,3.71566,0.83873
2396,23.04,3.71474,0.83877
2397,23.04,3.7148,0.838768
2398,23.04,3.71328,0.838833
2399,23.04,3.71326,0.838834
2400,23.04,3.71255,0.838865
2401,23.04,3.71306,0.838843
2402,23.04,3.70948,0.838998
2403,23.04,3.71069,0.838946
2404,23.04,3.71152,0.83891
2405,23.04,3.71212,0.838883
2406,23.04,3.71246,0.838869
2407,23.04,3.71173,0.838901
2408,23.04,3.7121,0.838885
2409,23.04,3.71487,0.838764
2410,23.04,3.71528,0.838747
2411,23.04,3.71562,0.838732
2412,23.04,3.71608,0.838712
2413,23.04,3.71621,0.838706
2414,23.04,3.71548,0.838738
2415,23.04,3.71549,0.838738
2416,23.04,3.72579,0.83829
2417,23.04,3.72541,0.838307
2418,23.04,3.72521,0.838316
2419,23.04,3.72268,0.838425
2420,23.04,3.72328,0.838399
2421,23.04,3.72392,0.838372
2422,23.04,3.72348,0.838391
2423,23.04,3.72264,0.838427
2424,23.04,3.7223,0.838442
2425,23.04,3.72182,0.838463
2426,23.04,3.72134,0.838483
2427,23.04,3.71993,0.838545
2428,23.04,3.71629,0.838703
2429,23.04,3.71306,0.838843
2430,23.04,3.71209,0.838885
2431,23.04,3.71066,0.838947
2432,23.04,3.70855,0.839039
2433,23.04,3.70599,0.83915
2434,23.04,3.70353,0.839256
2435,23.04,3.70211,0.839318
2436,23.04,3.70047,0.839389
2437,23.04,3.70097,0.839368
2438,23.04,3.69832,0.839482
2439,23.04,3.69786,0.839503
2440,23.04,3.69824,0.839486
2441,23.04,3.7,0.83941
2442,23.04,3.70209,0.839319
2443,23.04,3.69519,0.839619
2444,23.04,3.69506,0.839624
2445,23.04,3.69142,0.839782
2446,23.04,3.69115,0.839794
2447,23.04,3.68913,0.839881
2448,23.04,3.6892,0.839878
2449,23.04,3.68348,0.840127
2450,23.04,3.68335,0.840133
2451,23.04,3.68619,0.840009
2452,23.04,3.68524,0.840051
2453,23.04,3.68464,0.840076
2454,23.04,3.68212,0.840186
2455,23.04,3.68474,0.840072
2456,23.04,3.68383,0.840112
2457,23.04,3.68252,0.840169
2458,23.04,3.68253,0.840168
2459,23.04,3.68555,0.840037
2460,23.04,3.68585,0.840024
2461,23.04,3.68614,0.840011
2462,23.04,3.68699,0.839974
2463,23.04,3.68705,0.839972
2464,23.04,3.68761,0.839948
2465,23.04,3.68481,0.840069
2466,23.04,3.68357,0.840123
2467,23.04,3.68406,0.840102
2468,23.04,3.68533,0.840047
2469,23.04,3.68538,0.840044
2470,23.04,3.68419,0.840096
2471,23.04,3.68382,0.840112
2472,23.04,3.68409,0.8401
2473,23.04,3.68343,0.840129
2474,23.04,3.68489,0.840065
2475,23.04,3.6855,0.840039
2476,23.04,3.68898,0.839888
2477,23.04,3.69099,0.839801
2478,23.04,3.69086,0.839806
2479,23.04,3.68963,0.83986
2480,23.04,3.68837,0.839914
2481,23.04,3.68837,0.839914
2482,23.04,3.68724,0.839964
2483,23.04,3.69023,0.839834
2484,23.04,3.6859,0.840022
2485,23.04,3.68413,0.840099
2486,23.04,3.6841,0.8401
2487,23.04,3.68629,0.840005
2488,23.04,3.68461,0.840077
2489,23.04,3.68543,0.840042
2490,23.04,3.68191,0.840195
2491,23.04,3.68329,0.840135
2492,23.04,3.68657,0.839993
2493,23.04,3.68639,0.840001
2494,23.04,3.69132,0.839786
2495,23.04,3.6926,0.839731
2496,23.04,3.69199,0.839757
2497,23.04,3.692,0.839757
2498,23.04,3.69149,0.839779
2499,23.04,3.69618,0.839576
2500,23.04,3.69715,0.839533
2501,23.04,3.69495,0.839629
2502,23.04,3.69419,0.839662
2503,23.04,3.69423,0.83966
2504,23.04,3.69753,0.839517
2505,23.04,3.68226,0.84018
2506,23.04,3.68315,0.840141
2507,23.04,3.68298,0.840148
2508,23.04,3.68389,0.840109
2509,23.04,3.68256,0.840167
2510,23.04,3.68488,0.840066
2511,23.04,3.68579,0.840027
2512,23.04,3.68536,0.840045
2513,23.04,3.68573,0.840029
2514,23.04,3.68614,0.840011
2515,23.04,3.68584,0.840024
2516,23.04,3.68478,0.84007
2517,23.04,3.68712,0.839969
2518,23.04,3.68499,0.840061
2519,23.04,3.68573,0.840029
2520,23.04,3.68673,0.839986
2521,23.04,3.68639,0.84
2522,23.04,3.68722,0.839965
2523,23.04,3.68809,0.839927
