k,ρ^2,θ3,Error
3347,23.04,2.84378,0.876572
3348,23.04,2.84246,0.87663
3349,23.04,2.84055,0.876712
3350,23.04,2.83991,0.87674
3351,23.04,2.83864,0.876795
3352,23.04,2.83711,0.876862
3353,23.04,2.83585,0.876916
3354,23.04,2.83476,0.876963
3355,23.04,2.83377,0.877007
3356,23.04,2.83159,0.877101
3357,23.04,2.8305,0.877148
3358,23.04,2.82864,0.877229
3359,23.04,2.82702,0.877299
3360,23.04,2.82632,0.87733
3361,23.04,2.82445,0.877411
3362,23.04,2.82319,0.877466
3363,23.04,2.82193,0.87752
3364,23.04,2.82078,0.87757
3365,23.04,2.81938,0.877631
3366,23.04,2.81814,0.877685
3367,23.04,2.81643,0.877759
3368,23.04,2.81459,0.877839
3369,23.04,2.8134,0.877891
3370,23.04,2.8125,0.87793
3371,23.04,2.81125,0.877984
3372,23.04,2.80992,0.878042
3373,23.04,2.80814,0.878119
3374,23.04,2.80659,0.878186
3375,23.04,2.80549,0.878234
3376,23.04,2.80433,0.878284
3377,23.04,2.80306,0.878339
3378,23.04,2.80141,0.878411
3379,23.04,2.80009,0.878468
3380,23.04,2.79858,0.878534
3381,23.04,2.79747,0.878582
3382,23.04,2.79611,0.878641
3383,23.04,2.79481,0.878697
3384,23.04,2.79339,0.878759
3385,23.04,2.79215,0.878813
3386,23.04,2.79116,0.878856
3387,23.04,2.78989,0.878911
3388,23.04,2.78884,0.878956
3389,23.04,2.78765,0.879008
3390,23.04,2.78681,0.879045
3391,23.04,2.78546,0.879103
3392,23.04,2.78421,0.879158
3393,23.04,2.78294,0.879212
3394,23.04,2.78189,0.879258
3395,23.04,2.78065,0.879312
3396,23.04,2.77914,0.879378
3397,23.04,2.77771,0.87944
3398,23.04,2.77607,0.879511
3399,23.04,2.77433,0.879586
3400,23.04,2.77258,0.879662
3401,23.04,2.77082,0.879739
3402,23.04,2.76912,0.879813
3403,23.04,2.76742,0.879886
3404,23.04,2.76571,0.879961
3405,23.04,2.76442,0.880017
3406,23.04,2.76333,0.880064
3407,23.04,2.76203,0.88012
3408,23.04,2.7605,0.880187
3409,23.04,2.75879,0.880261
3410,23.04,2.7572,0.88033
3411,23.04,2.75591,0.880386
3412,23.04,2.75437,0.880453
3413,23.04,2.75334,0.880498
3414,23.04,2.75195,0.880558
3415,23.04,2.75073,0.880611
3416,23.04,2.74903,0.880684
3417,23.04,2.74766,0.880744
3418,23.04,2.746,0.880816
3419,23.04,2.7446,0.880877
3420,23.04,2.74286,0.880952
3421,23.04,2.74141,0.881015
3422,23.04,2.73987,0.881082
3423,23.04,2.73858,0.881138
3424,23.04,2.73698,0.881207
3425,23.04,2.73561,0.881267
3426,23.04,2.73454,0.881313
3427,23.04,2.73352,0.881358
3428,23.04,2.7318,0.881432
3429,23.04,2.73062,0.881483
3430,23.04,2.7292,0.881545
3431,23.04,2.72769,0.881611
3432,23.04,2.72634,0.881669
3433,23.04,2.72511,0.881723
3434,23.04,2.72394,0.881773
3435,23.04,2.72267,0.881828
3436,23.04,2.72115,0.881895
3437,23.04,2.71986,0.88195
3438,23.04,2.71845,0.882012
3439,23.04,2.71727,0.882063
3440,23.04,2.7159,0.882122
3441,23.04,2.71446,0.882185
3442,23.04,2.71341,0.88223
3443,23.04,2.71197,0.882293
3444,23.04,2.71065,0.88235
3445,23.04,2.70935,0.882407
3446,23.04,2.70833,0.882451
3447,23.04,2.70701,0.882508
3448,23.04,2.70598,0.882553
3449,23.04,2.70459,0.882613
3450,23.04,2.70319,0.882674
3451,23.04,2.70178,0.882735
3452,23.04,2.70045,0.882793
3453,23.04,2.69881,0.882864
3454,23.04,2.69721,0.882934
3455,23.04,2.69575,0.882997
3456,23.04,2.69453,0.88305
3457,23.04,2.6931,0.883112
3458,23.04,2.69203,0.883159
3459,23.04,2.69057,0.883222
3460,23.04,2.68928,0.883278
3461,23.04,2.68788,0.883339
3462,23.04,2.68662,0.883393
3463,23.04,2.68531,0.88345
3464,23.04,2.6838,0.883516
3465,23.04,2.68273,0.883562
3466,23.04,2.68143,0.883619
3467,23.04,2.68031,0.883667
3468,23.04,2.67901,0.883723
3469,23.04,2.6777,0.883781
3470,23.04,2.67624,0.883844
3471,23.04,2.67499,0.883898
3472,23.04,2.67383,0.883949
3473,23.04,2.67274,0.883995
3474,23.04,2.67144,0.884052
3475,23.04,2.67034,0.8841
3476,23.04,2.66915,0.884152
3477,23.04,2.66793,0.884204
3478,23.04,2.66652,0.884266
3479,23.04,2.66506,0.884329
3480,23.04,2.66387,0.884381
3481,23.04,2.66258,0.884436
3482,23.04,2.66137,0.884489
3483,23.04,2.65984,0.884556
3484,23.04,2.65857,0.884611
3485,23.04,2.65705,0.884677
3486,23.04,2.65602,0.884722
3487,23.04,2.65481,0.884774
3488,23.04,2.65374,0.88482
3489,23.04,2.65229,0.884883
3490,23.04,2.65111,0.884935
3491,23.04,2.64967,0.884997
3492,23.04,2.64801,0.885069
3493,23.04,2.64681,0.885121
3494,23.04,2.64552,0.885177
3495,23.04,2.64434,0.885228
3496,23.04,2.6431,0.885282
3497,23.04,2.64139,0.885356
3498,23.04,2.64019,0.885408
3499,23.04,2.63878,0.885469
3500,23.04,2.6375,0.885525
3501,23.04,2.63637,0.885574
3502,23.04,2.63523,0.885624
3503,23.04,2.634,0.885677
3504,23.04,2.63289,0.885725
3505,23.04,2.63159,0.885781
3506,23.04,2.63039,0.885834
3507,23.04,2.62902,0.885893
3508,23.04,2.62773,0.885949
3509,23.04,2.6259,0.886029
3510,23.04,2.62471,0.88608
3511,23.04,2.62353,0.886132
3512,23.04,2.62223,0.886188
3513,23.04,2.62088,0.886247
3514,23.04,2.6196,0.886302
3515,23.04,2.6184,0.886354
3516,23.04,2.61718,0.886407
3517,23.04,2.61598,0.886459
3518,23.04,2.61465,0.886517
3519,23.04,2.61327,0.886577
3520,23.04,2.61206,0.886629
3521,23.04,2.61088,0.88668
3522,23.04,2.60954,0.886739
3523,23.04,2.60863,0.886778
3524,23.04,2.60735,0.886834
3525,23.04,2.6064,0.886875
3526,23.04,2.60525,0.886925
3527,23.04,2.60403,0.886978
3528,23.04,2.60262,0.887039
3529,23.04,2.60142,0.887091
3530,23.04,2.60019,0.887145
3531,23.04,2.59885,0.887203
3532,23.04,2.5977,0.887253
3533,23.04,2.59662,0.887299
3534,23.04,2.59525,0.887359
3535,23.04,2.59415,0.887406
3536,23.04,2.59299,0.887457
3537,23.04,2.59192,0.887503
3538,23.04,2.59047,0.887566
3539,23.04,2.58909,0.887626
3540,23.04,2.58776,0.887684
3541,23.04,2.58647,0.88774
3542,23.04,2.58542,0.887786
3543,23.04,2.58413,0.887842
3544,23.04,2.58261,0.887908
3545,23.04,2.58118,0.88797
3546,23.04,2.58004,0.888019
3547,23.04,2.57882,0.888072
3548,23.04,2.57747,0.888131
3549,23.04,2.57628,0.888182
3550,23.04,2.57515,0.888231
3551,23.04,2.57385,0.888288
3552,23.04,2.57266,0.88834
3553,23.04,2.57152,0.888389
3554,23.04,2.57035,0.88844
3555,23.04,2.56906,0.888496
3556,23.04,2.56784,0.888549
3557,23.04,2.56656,0.888604
3558,23.04,2.56534,0.888657
3559,23.04,2.5642,0.888707
3560,23.04,2.56289,0.888764
3561,23.04,2.56184,0.888809
3562,23.04,2.56049,0.888868
3563,23.04,2.55907,0.888929
3564,23.04,2.55775,0.888987
3565,23.04,2.55666,0.889034
3566,23.04,2.55544,0.889087
3567,23.04,2.55425,0.889139
3568,23.04,2.55301,0.889192
3569,23.04,2.55194,0.889239
3570,23.04,2.55084,0.889286
3571,23.04,2.54973,0.889335
3572,23.04,2.54862,0.889383
3573,23.04,2.54744,0.889434
3574,23.04,2.54621,0.889487
3575,23.04,2.54494,0.889543
3576,23.04,2.54377,0.889593
3577,23.04,2.54267,0.889641
3578,23.04,2.54164,0.889686
3579,23.04,2.54053,0.889734
3580,23.04,2.53935,0.889785
3581,23.04,2.53821,0.889835
3582,23.04,2.53691,0.889891
3583,23.04,2.53567,0.889945
3584,23.04,2.5345,0.889995
3585,23.04,2.53339,0.890044
3586,23.04,2.53234,0.89009
3587,23.04,2.53113,0.890142
3588,23.04,2.53004,0.890189
3589,23.04,2.52893,0.890238
3590,23.04,2.52784,0.890285
3591,23.04,2.52666,0.890336
3592,23.04,2.52554,0.890384
3593,23.04,2.52442,0.890433
3594,23.04,2.52316,0.890488
3595,23.04,2.52218,0.89053
3596,23.04,2.52107,0.890578
3597,23.04,2.51983,0.890632
3598,23.04,2.51871,0.890681
3599,23.04,2.51764,0.890728
3600,23.04,2.51657,0.890774
3601,23.04,2.5156,0.890816
3602,23.04,2.5145,0.890864
3603,23.04,2.5134,0.890911
3604,23.04,2.51239,0.890955
3605,23.04,2.51121,0.891006
3606,23.04,2.51005,0.891057
3607,23.04,2.50882,0.89111
3608,23.04,2.50757,0.891165
3609,23.04,2.5065,0.891211
3610,23.04,2.5053,0.891263
3611,23.04,2.5042,0.891311
3612,23.04,2.50317,0.891355
3613,23.04,2.50209,0.891402
3614,23.04,2.50104,0.891448
3615,23.04,2.49988,0.891498
3616,23.04,2.49871,0.891549
3617,23.04,2.49764,0.891596
3618,23.04,2.49651,0.891644
3619,23.04,2.49532,0.891696
3620,23.04,2.49424,0.891743
3621,23.04,2.49308,0.891794
3622,23.04,2.49197,0.891842
3623,23.04,2.49079,0.891893
3624,23.04,2.48971,0.89194
3625,23.04,2.48864,0.891986
3626,23.04,2.48757,0.892032
3627,23.04,2.48639,0.892084
3628,23.04,2.48523,0.892134
3629,23.04,2.48408,0.892184
3630,23.04,2.48301,0.892231
3631,23.04,2.48182,0.892282
3632,23.04,2.48069,0.892331
3633,23.04,2.47964,0.892377
3634,23.04,2.47863,0.89242
3635,23.04,2.47745,0.892472
3636,23.04,2.47645,0.892515
3637,23.04,2.4754,0.892561
3638,23.04,2.47444,0.892603
3639,23.04,2.47323,0.892655
3640,23.04,2.47211,0.892704
3641,23.04,2.47107,0.892749
3642,23.04,2.47004,0.892793
3643,23.04,2.46902,0.892838
3644,23.04,2.46789,0.892887
3645,23.04,2.46677,0.892935
3646,23.04,2.46569,0.892982
3647,23.04,2.46457,0.893031
3648,23.04,2.46357,0.893074
3649,23.04,2.46249,0.893121
3650,23.04,2.46142,0.893167
3651,23.04,2.46047,0.893209
3652,23.04,2.45932,0.893259
3653,23.04,2.45826,0.893305
3654,23.04,2.45723,0.893349
3655,23.04,2.45616,0.893396
3656,23.04,2.45509,0.893442
3657,23.04,2.454,0.893489
3658,23.04,2.45299,0.893534
3659,23.04,2.45192,0.89358
3660,23.04,2.45086,0.893626
3661,23.04,2.44974,0.893675
3662,23.04,2.44866,0.893721
3663,23.04,2.4476,0.893767
3664,23.04,2.44653,0.893814
3665,23.04,2.44539,0.893863
3666,23.04,2.44431,0.89391
3667,23.04,2.44326,0.893956
3668,23.04,2.44216,0.894003
3669,23.04,2.44119,0.894046
3670,23.04,2.44011,0.894092
3671,23.04,2.4391,0.894136
3672,23.04,2.438,0.894184
3673,23.04,2.43693,0.894231
3674,23.04,2.43584,0.894278
3675,23.04,2.43477,0.894324
3676,23.04,2.43376,0.894368
3677,23.04,2.43266,0.894416
3678,23.04,2.43162,0.894461
3679,23.04,2.43054,0.894508
3680,23.04,2.42948,0.894554
3681,23.04,2.42837,0.894602
3682,23.04,2.42728,0.894649
3683,23.04,2.42625,0.894694
3684,23.04,2.42532,0.894735
3685,23.04,2.42427,0.89478
3686,23.04,2.42319,0.894827
3687,23.04,2.42218,0.894871
3688,23.04,2.42121,0.894913
3689,23.04,2.42011,0.89496
3690,23.04,2.41907,0.895006
3691,23.04,2.41802,0.895051
3692,23.04,2.41701,0.895095
3693,23.04,2.41596,0.895141
3694,23.04,2.41488,0.895187
3695,23.04,2.41381,0.895234
3696,23.04,2.41275,0.89528
3697,23.04,2.41168,0.895326
3698,23.04,2.4106,0.895373
3699,23.04,2.40954,0.895419
3700,23.04,2.40849,0.895465
3701,23.04,2.40742,0.895511
3702,23.04,2.4064,0.895555
3703,23.04,2.4054,0.895599
3704,23.04,2.40442,0.895642
3705,23.04,2.40341,0.895685
3706,23.04,2.40242,0.895728
3707,23.04,2.40143,0.895771
3708,23.04,2.40039,0.895817
3709,23.04,2.3994,0.895859
3710,23.04,2.39842,0.895902
3711,23.04,2.39738,0.895947
3712,23.04,2.39636,0.895991
3713,23.04,2.39531,0.896037
3714,23.04,2.39429,0.896081
3715,23.04,2.3933,0.896124
3716,23.04,2.39233,0.896166
